x,y,z
-0.9770730238825458,-0.21290445275056602,0.0
-0.9770730238825459,-0.21290445275056605,0.0
-0.9777748273027125,-0.2096577856726306,0.0
-0.9778090132052073,-0.20949829043373774,0.0
-0.9771794846621029,-0.21241528842224858,0.0
-0.9758128880382914,-0.21860742791215734,0.0
-0.973539142483571,-0.2285203230619832,0.0
-0.9709406513485297,-0.23932039520043588,0.0
-0.9689913309630492,-0.24709471973002248,0.0
-0.9668977525514226,-0.2551641356284382,0.0
-0.964633479477836,-0.263594860098757,0.0
-0.9621776539325709,-0.27242276386677733,0.0
-0.9595041440163556,-0.28169451115604094,0.0
-0.9565648152122749,-0.29151973226165395,0.0
-0.9533468546048685,-0.3018770856077083,0.0
-0.949820691526882,-0.31279490716345726,0.0
-0.9459418563344933,-0.3243362521126071,0.0
-0.9416555635464227,-0.336578073620474,0.0
-0.9368781092938111,-0.34965612868367396,0.0
-0.9315578525162274,-0.36359313444474556,0.0
-0.9256162283624436,-0.3784634695609138,0.0
-0.918944169078646,-0.394387644477305,0.0
-0.9113996419200223,-0.4115224085126533,0.0
-0.9028212830037087,-0.43001596593096136,0.0
-0.8930405850507273,-0.4499761254247327,0.0
-0.8818099975248985,-0.47160484334359687,0.0
-0.8688140655444723,-0.49513848518579656,0.0
-0.8536858212940243,-0.5207883625058715,0.0
-0.8359586998391374,-0.5487923579672543,0.0
-0.8150019689361003,-0.5794581871285275,0.0
-0.790065124465948,-0.6130229189048367,0.0
-0.760207154711064,-0.6496807538523119,0.0
-0.724168315217834,-0.6896232676139659,0.0
-0.68052528475813,-0.7327245981983042,0.0
-0.62765723412092,-0.7784898178240206,0.0
-0.5636783220856082,-0.8259944002296585,0.0
-0.4872426948829229,-0.8732666009204904,0.0
-0.3976474635772844,-0.9175382796976659,0.0
-0.2954125692058675,-0.9553697786486595,0.0
-0.18501050606312577,-0.982736542846691,0.0
-0.06975648491801077,-0.9975640494784699,0.0
0.04643948279347444,-0.9989211052119554,0.0
0.04643948279347444,-0.9989211052119554,0.0
0.15957583942114692,-0.987185672238529,0.0
