x,y,z
0.05975821961727277,0.0335546146771766,0.0
0.05796907660189059,0.03316475997310463,0.0
0.05617864638026637,0.03278084986907525,0.0
0.05438815343669284,0.03239723179474113,0.0
0.05259881515920922,0.03200827274242529,0.0
0.05081198165373086,0.03160797563472347,0.0
0.04902931861445778,0.03118952842919448,0.0
0.0472513989731875,0.03075130140616021,0.0
0.04547705856132657,0.03029884106645966,0.0
0.04370654878698185,0.02983160386893774,0.0
0.04194019743336002,0.02934893231767121,0.0
0.04017833236669766,0.02885009288915324,0.0
0.03842136414179814,0.02833427614326816,0.0
0.03666974552339988,0.02780045827485046,0.0
0.03492405565237414,0.02724768593591138,0.0
0.03318481869821376,0.02667492050085089,0.0
0.03145272290304763,0.02608103467716921,0.0
0.02972841422802846,0.02546471113527956,0.0
0.02801288508092808,0.02482445145339707,0.0
0.02630710275819923,0.02415867343464475,0.0
0.02461223424932584,0.02346568016522836,0.0
0.02292953064224577,0.02274350624620219,0.0
0.02126065045102643,0.02198996020095379,0.0
0.01960751831914578,0.02120256935861889,0.0
0.01797230761178748,0.02037863616827197,0.0
0.01635762333445183,0.01951507947488038,0.0
0.01476678165036449,0.01860845632860823,0.0
0.01320364974129771,0.01765487260143609,0.0
0.01167297547369433,0.01665001154698507,0.0
0.01018070413249554,0.01558902166102971,0.0
0.00873410980558523,0.01446658827004416,0.0
0.007342222067518646,0.01327706687532829,0.0
0.006016361435351301,0.01201445385796516,0.0
0.004770455076080826,0.01067298094441481,0.0
0.003621405385579711,0.009247802621596933,0.0
0.002589546626741886,0.007735753065611835,0.0
0.001697680336098519,0.006137294941385176,0.0
0.000969870852884964,0.00445793540223996,0.0
0.0004292194880008637,0.002709458767735407,0.0
9.062852133769219e-5,0.0009109354130446678,0.0
-3.703117147058944e-5,-0.0009146829543757659,0.0
-3.703117147058943e-5,-0.0009146829543757659,0.0
4.7958539614225296e-5,-0.002742825970223857,0.0
4.79585396142253e-5,-0.002742825970223857,0.0
0.0003400073718343907,-0.004549530693241815,0.0
0.0008270121583732557,-0.006313838342213437,0.0
0.00148773646961508,-0.008020864199774531,0.0
0.002299116605745434,-0.00966180559706893,0.0
0.003238637323516109,-0.01123303101116415,0.0
0.004285721653045763,-0.01273484547294956,0.0
0.005422957325726248,-0.01416969498056208,0.0
0.06918133187553481,0.0352922120681716,0.0
0.0786440468829375,0.03679726967991366,0.0
0.08813901058153621,0.03808492783867452,0.0
0.0976570835780704,0.03918907536157397,0.0
0.1071926977819676,0.04013081635121264,0.0
0.1167414937744336,0.04092722903481268,0.0
0.1263003286833734,0.04159247345955805,0.0
0.1358667654841803,0.04213803391444143,0.0
0.1454388456293577,0.04257405012120936,0.0
0.1550149817650706,0.04290872144802234,0.0
0.1645939663284279,0.04314956385162842,0.0
0.1741747362660968,0.04330287489029683,0.0
0.1837564780299733,0.04337442946862444,0.0
0.1933384949292411,0.04336909237724652,0.0
0.2029201845587791,0.04329152895287271,0.0
0.2125010895454542,0.0431455048739984,0.0
0.2220808065857686,0.04293507255238396,0.0
0.2316589637294224,0.04266321174905955,0.0
0.2412353182705676,0.04233337817386301,0.0
0.2508095814416661,0.04194799063992434,0.0
0.2603815979457426,0.04150996248907245,0.0
